AgentId;TimeStep;OfferedPowerInMW;AwardedPowerInMWH;ReceivedMoneyInEUR;CostsInEUR
501;599345998;258.72;;;
501;599346002;;0.0;0.0;0.0
501;599349598;258.72;;;
501;599349602;;0.0;0.0;0.0
501;599353198;258.72;;;
501;599353202;;0.0;0.0;0.0
501;599356798;258.72;;;
501;599356802;;0.0;0.0;0.0
501;599360398;258.72;;;
501;599360402;;0.0;0.0;0.0
501;599363998;258.72;;;
501;599364002;;0.0;0.0;0.0
501;599367598;258.72;;;
501;599367602;;0.0;0.0;0.0
501;599371198;258.72;;;
501;599371202;;0.0;0.0;0.0
501;599374798;258.72;;;
501;599374802;;0.0;0.0;0.0
501;599378398;258.72;;;
501;599378402;;0.0;0.0;0.0
501;599381998;258.72;;;
501;599382002;;0.0;0.0;0.0
501;599385598;258.72;;;
501;599385602;;0.0;0.0;0.0
501;599389198;258.72;;;
501;599389202;;0.0;0.0;0.0
501;599392798;258.72;;;
501;599392802;;0.0;0.0;0.0
501;599396398;258.72;;;
501;599396402;;0.0;0.0;0.0
501;599399998;258.72;;;
501;599400002;;0.0;0.0;0.0
501;599403598;258.72;;;
501;599403602;;0.0;0.0;0.0
501;599407198;258.72;;;
501;599407202;;0.0;0.0;0.0
501;599410798;258.72;;;
501;599410802;;0.0;0.0;0.0
501;599414398;258.72;;;
501;599414402;;0.0;0.0;0.0
501;599417998;258.72;;;
501;599418002;;0.0;0.0;0.0
501;599421598;258.72;;;
501;599421602;;0.0;0.0;0.0
501;599425198;258.72;;;
501;599425202;;0.0;0.0;0.0
501;599428798;258.72;;;
501;599428802;;0.0;0.0;0.0
501;599432398;258.72;;;
501;599432402;;0.0;0.0;0.0
501;599435998;258.72;;;
501;599436002;;0.0;0.0;0.0
501;599439598;258.72;;;
501;599439602;;0.0;0.0;0.0
501;599443198;258.72;;;
501;599443202;;0.0;0.0;0.0
501;599446798;258.72;;;
501;599446802;;0.0;0.0;0.0
501;599450398;258.72;;;
501;599450402;;0.0;0.0;0.0
501;599453998;258.72;;;
501;599454002;;0.0;0.0;0.0
501;599457598;258.72;;;
501;599457602;;0.0;0.0;0.0
501;599461198;258.72;;;
501;599461202;;0.0;0.0;0.0
501;599464798;258.72;;;
501;599464802;;0.0;0.0;0.0
501;599468398;258.72;;;
501;599468402;;0.0;0.0;0.0
501;599471998;258.72;;;
501;599472002;;0.0;0.0;0.0
501;599475598;258.72;;;
501;599475602;;0.0;0.0;0.0
501;599479198;258.72;;;
501;599479202;;0.0;0.0;0.0
501;599482798;258.72;;;
501;599482802;;0.0;0.0;0.0
501;599486398;258.72;;;
501;599486402;;0.0;0.0;0.0
501;599489998;258.72;;;
501;599490002;;0.0;0.0;0.0
501;599493598;258.72;;;
501;599493602;;0.0;0.0;0.0
501;599497198;258.72;;;
501;599497202;;0.0;0.0;0.0
501;599500798;258.72;;;
501;599500802;;0.0;0.0;0.0
501;599504398;258.72;;;
501;599504402;;0.0;0.0;0.0
501;599507998;258.72;;;
501;599508002;;0.0;0.0;0.0
501;599511598;258.72;;;
501;599511602;;0.0;0.0;0.0
501;599515198;258.72;;;
501;599515202;;0.0;0.0;0.0
501;599518798;258.72;;;
501;599518802;;0.0;0.0;0.0
501;599522398;258.72;;;
501;599522402;;0.0;0.0;0.0
501;599525998;258.72;;;
501;599526002;;0.0;0.0;0.0
501;599529598;258.72;;;
501;599529602;;0.0;0.0;0.0
501;599533198;258.72;;;
501;599533202;;0.0;0.0;0.0
501;599536798;258.72;;;
501;599536802;;0.0;0.0;0.0
501;599540398;258.72;;;
501;599540402;;0.0;0.0;0.0
501;599543998;258.72;;;
501;599544002;;0.0;0.0;0.0
501;599547598;258.72;;;
501;599547602;;0.0;0.0;0.0
501;599551198;258.72;;;
501;599551202;;0.0;0.0;0.0
501;599554798;258.72;;;
501;599554802;;0.0;0.0;0.0
501;599558398;258.72;;;
501;599558402;;0.0;0.0;0.0
501;599561998;258.72;;;
501;599562002;;0.0;0.0;0.0
501;599565598;258.72;;;
501;599565602;;0.0;0.0;0.0
501;599569198;258.72;;;
501;599569202;;0.0;0.0;0.0
501;599572798;258.72;;;
501;599572802;;0.0;0.0;0.0
501;599576398;258.72;;;
501;599576402;;0.0;0.0;0.0
501;599579998;258.72;;;
501;599580002;;0.0;0.0;0.0
501;599583598;258.72;;;
501;599583602;;0.0;0.0;0.0
501;599587198;258.72;;;
501;599587202;;0.0;0.0;0.0
501;599590798;258.72;;;
501;599590802;;0.0;0.0;0.0
501;599594398;258.72;;;
501;599594402;;0.0;0.0;0.0
501;599597998;258.72;;;
501;599598002;;0.0;0.0;0.0
501;599601598;258.72;;;
501;599601602;;0.0;0.0;0.0
501;599605198;258.72;;;
501;599605202;;0.0;0.0;0.0
501;599608798;258.72;;;
501;599608802;;0.0;0.0;0.0
501;599612398;258.72;;;
501;599612402;;0.0;0.0;0.0
501;599615998;258.72;;;
501;599616002;;0.0;0.0;0.0
501;599619598;258.72;;;
501;599619602;;0.0;0.0;0.0
501;599623198;258.72;;;
501;599623202;;0.0;0.0;0.0
501;599626798;258.72;;;
501;599626802;;0.0;0.0;0.0
501;599630398;258.72;;;
501;599630402;;0.0;0.0;0.0
501;599633998;258.72;;;
501;599634002;;0.0;0.0;0.0
501;599637598;258.72;;;
501;599637602;;0.0;0.0;0.0
501;599641198;258.72;;;
501;599641202;;0.0;0.0;0.0
501;599644798;258.72;;;
501;599644802;;0.0;0.0;0.0
501;599648398;258.72;;;
501;599648402;;0.0;0.0;0.0
501;599651998;258.72;;;
501;599652002;;0.0;0.0;0.0
501;599655598;258.72;;;
501;599655602;;0.0;0.0;0.0
501;599659198;258.72;;;
501;599659202;;0.0;0.0;0.0
501;599662798;258.72;;;
501;599662802;;0.0;0.0;0.0
501;599666398;258.72;;;
501;599666402;;0.0;0.0;0.0
501;599669998;258.72;;;
501;599670002;;0.0;0.0;0.0
501;599673598;258.72;;;
501;599673602;;0.0;0.0;0.0
501;599677198;258.72;;;
501;599677202;;0.0;0.0;0.0
501;599680798;258.72;;;
501;599680802;;0.0;0.0;0.0
501;599684398;258.72;;;
501;599684402;;0.0;0.0;0.0
501;599687998;258.72;;;
501;599688002;;0.0;0.0;0.0
501;599691598;258.72;;;
501;599691602;;0.0;0.0;0.0
501;599695198;258.72;;;
501;599695202;;0.0;0.0;0.0
501;599698798;258.72;;;
501;599698802;;0.0;0.0;0.0
501;599702398;258.72;;;
501;599702402;;0.0;0.0;0.0
501;599705998;258.72;;;
501;599706002;;0.0;0.0;0.0
501;599709598;258.72;;;
501;599709602;;0.0;0.0;0.0
501;599713198;258.72;;;
501;599713202;;0.0;0.0;0.0
501;599716798;258.72;;;
501;599716802;;0.0;0.0;0.0
501;599720398;258.72;;;
501;599720402;;0.0;0.0;0.0
501;599723998;258.72;;;
501;599724002;;0.0;0.0;0.0
501;599727598;258.72;;;
501;599727602;;0.0;0.0;0.0
501;599731198;258.72;;;
501;599731202;;0.0;0.0;0.0
501;599734798;258.72;;;
501;599734802;;0.0;0.0;0.0
501;599738398;258.72;;;
501;599738402;;0.0;0.0;0.0
501;599741998;258.72;;;
501;599742002;;0.0;0.0;0.0
501;599745598;258.72;;;
501;599745602;;0.0;0.0;0.0
501;599749198;258.72;;;
501;599749202;;0.0;0.0;0.0
501;599752798;258.72;;;
501;599752802;;0.0;0.0;0.0
501;599756398;258.72;;;
501;599756402;;0.0;0.0;0.0
501;599759998;258.72;;;
501;599760002;;0.0;0.0;0.0
501;599763598;258.72;;;
501;599763602;;0.0;0.0;0.0
501;599767198;258.72;;;
501;599767202;;0.0;0.0;0.0
501;599770798;258.72;;;
501;599770802;;0.0;0.0;0.0
501;599774398;258.72;;;
501;599774402;;0.0;0.0;0.0
501;599777998;258.72;;;
501;599778002;;0.0;0.0;0.0
501;599781598;258.72;;;
501;599781602;;0.0;0.0;0.0
501;599785198;258.72;;;
501;599785202;;0.0;0.0;0.0
501;599788798;258.72;;;
501;599788802;;0.0;0.0;0.0
501;599792398;258.72;;;
501;599792402;;0.0;0.0;0.0
501;599795998;258.72;;;
501;599796002;;0.0;0.0;0.0
501;599799598;258.72;;;
501;599799602;;0.0;0.0;0.0
501;599803198;258.72;;;
501;599803202;;0.0;0.0;0.0
501;599806798;258.72;;;
501;599806802;;0.0;0.0;0.0
501;599810398;258.72;;;
501;599810402;;0.0;0.0;0.0
501;599813998;258.72;;;
501;599814002;;0.0;0.0;0.0
501;599817598;258.72;;;
501;599817602;;0.0;0.0;0.0
501;599821198;258.72;;;
501;599821202;;0.0;0.0;0.0
501;599824798;258.72;;;
501;599824802;;0.0;0.0;0.0
501;599828398;258.72;;;
501;599828402;;0.0;0.0;0.0
501;599831998;258.72;;;
501;599832002;;0.0;0.0;0.0
501;599835598;258.72;;;
501;599835602;;0.0;0.0;0.0
501;599839198;258.72;;;
501;599839202;;0.0;0.0;0.0
501;599842798;258.72;;;
501;599842802;;0.0;0.0;0.0
501;599846398;258.72;;;
501;599846402;;0.0;0.0;0.0
501;599849998;258.72;;;
501;599850002;;0.0;0.0;0.0
501;599853598;258.72;;;
501;599853602;;0.0;0.0;0.0
501;599857198;258.72;;;
501;599857202;;0.0;0.0;0.0
501;599860798;258.72;;;
501;599860802;;0.0;0.0;0.0
501;599864398;258.72;;;
501;599864402;;0.0;0.0;0.0
501;599867998;258.72;;;
501;599868002;;0.0;0.0;0.0
501;599871598;258.72;;;
501;599871602;;0.0;0.0;0.0
501;599875198;258.72;;;
501;599875202;;0.0;0.0;0.0
501;599878798;258.72;;;
501;599878802;;0.0;0.0;0.0
501;599882398;258.72;;;
501;599882402;;0.0;0.0;0.0
501;599885998;258.72;;;
501;599886002;;0.0;0.0;0.0
501;599889598;258.72;;;
501;599889602;;0.0;0.0;0.0
501;599893198;258.72;;;
501;599893202;;0.0;0.0;0.0
501;599896798;258.72;;;
501;599896802;;0.0;0.0;0.0
501;599900398;258.72;;;
501;599900402;;0.0;0.0;0.0
501;599903998;258.72;;;
501;599904002;;0.0;0.0;0.0
501;599907598;258.72;;;
501;599907602;;0.0;0.0;0.0
501;599911198;258.72;;;
501;599911202;;0.0;0.0;0.0
501;599914798;258.72;;;
501;599914802;;0.0;0.0;0.0
501;599918398;258.72;;;
501;599918402;;0.0;0.0;0.0
501;599921998;258.72;;;
501;599922002;;0.0;0.0;0.0
501;599925598;258.72;;;
501;599925602;;0.0;0.0;0.0
501;599929198;258.72;;;
501;599929202;;0.0;0.0;0.0
501;599932798;258.72;;;
501;599932802;;0.0;0.0;0.0
501;599936398;258.72;;;
501;599936402;;0.0;0.0;0.0
501;599939998;258.72;;;
501;599940002;;0.0;0.0;0.0
501;599943598;258.72;;;
501;599943602;;0.0;0.0;0.0
501;599947198;258.72;;;
501;599947202;;0.0;0.0;0.0
501;599950798;258.72;;;
501;599950802;;0.0;0.0;0.0
501;599954398;258.72;;;
501;599954402;;0.0;0.0;0.0
501;599957998;258.72;;;
501;599958002;;0.0;0.0;0.0
501;599961598;258.72;;;
501;599961602;;0.0;0.0;0.0
501;599965198;258.72;;;
501;599965202;;0.0;0.0;0.0
501;599968798;258.72;;;
501;599968802;;0.0;0.0;0.0
501;599972398;258.72;;;
501;599972402;;0.0;0.0;0.0
501;599975998;258.72;;;
501;599976002;;0.0;0.0;0.0
501;599979598;258.72;;;
501;599979602;;0.0;0.0;0.0
501;599983198;258.72;;;
501;599983202;;0.0;0.0;0.0
501;599986798;258.72;;;
501;599986802;;0.0;0.0;0.0
501;599990398;258.72;;;
501;599990402;;0.0;0.0;0.0
501;599993998;258.72;;;
501;599994002;;0.0;0.0;0.0
501;599997598;258.72;;;
501;599997602;;0.0;0.0;0.0
501;600001198;258.72;;;
501;600001202;;0.0;0.0;0.0
501;600004798;258.72;;;
501;600004802;;0.0;0.0;0.0
501;600008398;258.72;;;
501;600008402;;0.0;0.0;0.0
501;600011998;258.72;;;
501;600012002;;0.0;0.0;0.0
501;600015598;258.72;;;
501;600015602;;0.0;0.0;0.0
501;600019198;258.72;;;
501;600019202;;0.0;0.0;0.0
501;600022798;258.72;;;
501;600022802;;0.0;0.0;0.0
501;600026398;258.72;;;
501;600026402;;0.0;0.0;0.0
501;600029998;258.72;;;
501;600030002;;0.0;0.0;0.0
501;600033598;258.72;;;
501;600033602;;0.0;0.0;0.0
501;600037198;258.72;;;
501;600037202;;0.0;0.0;0.0
501;600040798;258.72;;;
501;600040802;;0.0;0.0;0.0
501;600044398;258.72;;;
501;600044402;;0.0;0.0;0.0
501;600047998;258.72;;;
501;600048002;;0.0;0.0;0.0
501;600051598;258.72;;;
501;600051602;;0.0;0.0;0.0
501;600055198;258.72;;;
501;600055202;;0.0;0.0;0.0
501;600058798;258.72;;;
501;600058802;;0.0;0.0;0.0
501;600062398;258.72;;;
501;600062402;;0.0;0.0;0.0
501;600065998;258.72;;;
501;600066002;;0.0;0.0;0.0
501;600069598;258.72;;;
501;600069602;;0.0;0.0;0.0
501;600073198;258.72;;;
501;600073202;;0.0;0.0;0.0
501;600076798;258.72;;;
501;600076802;;0.0;0.0;0.0
501;600080398;258.72;;;
501;600080402;;0.0;0.0;0.0
501;600083998;258.72;;;
501;600084002;;0.0;0.0;0.0
501;600087598;258.72;;;
501;600087602;;0.0;0.0;0.0
501;600091198;258.72;;;
501;600091202;;0.0;0.0;0.0
501;600094798;258.72;;;
501;600094802;;0.0;0.0;0.0
501;600098398;258.72;;;
501;600098402;;0.0;0.0;0.0
501;600101998;258.72;;;
501;600102002;;0.0;0.0;0.0
501;600105598;258.72;;;
501;600105602;;0.0;0.0;0.0
501;600109198;258.72;;;
501;600109202;;0.0;0.0;0.0
501;600112798;258.72;;;
501;600112802;;0.0;0.0;0.0
501;600116398;258.72;;;
501;600116402;;0.0;0.0;0.0
501;600119998;258.72;;;
501;600120002;;0.0;0.0;0.0
501;600123598;258.72;;;
501;600123602;;0.0;0.0;0.0
501;600127198;258.72;;;
501;600127202;;0.0;0.0;0.0
501;600130798;258.72;;;
501;600130802;;0.0;0.0;0.0
501;600134398;258.72;;;
501;600134402;;0.0;0.0;0.0
501;600137998;258.72;;;
501;600138002;;0.0;0.0;0.0
501;600141598;258.72;;;
501;600141602;;0.0;0.0;0.0
501;600145198;258.72;;;
501;600145202;;0.0;0.0;0.0
501;600148798;258.72;;;
501;600148802;;0.0;0.0;0.0
501;600152398;258.72;;;
501;600152402;;0.0;0.0;0.0
501;600155998;258.72;;;
501;600156002;;0.0;0.0;0.0
501;600159598;258.72;;;
501;600159602;;0.0;0.0;0.0
501;600163198;258.72;;;
501;600163202;;0.0;0.0;0.0
501;600166798;258.72;;;
501;600166802;;0.0;0.0;0.0
501;600170398;258.72;;;
501;600170402;;0.0;0.0;0.0
501;600173998;258.72;;;
501;600174002;;0.0;0.0;0.0
501;600177598;258.72;;;
501;600177602;;0.0;0.0;0.0
501;600181198;258.72;;;
501;600181202;;0.0;0.0;0.0
501;600184798;258.72;;;
501;600184802;;0.0;0.0;0.0
501;600188398;258.72;;;
501;600188402;;0.0;0.0;0.0
501;600191998;258.72;;;
501;600192002;;0.0;0.0;0.0
501;600195598;258.72;;;
501;600195602;;0.0;0.0;0.0
501;600199198;258.72;;;
501;600199202;;0.0;0.0;0.0
501;600202798;258.72;;;
501;600202802;;0.0;0.0;0.0
501;600206398;258.72;;;
501;600206402;;0.0;0.0;0.0
501;600209998;258.72;;;
501;600210002;;0.0;0.0;0.0
501;600213598;258.72;;;
501;600213602;;0.0;0.0;0.0
501;600217198;258.72;;;
501;600217202;;0.0;0.0;0.0
501;600220798;258.72;;;
501;600220802;;0.0;0.0;0.0
501;600224398;258.72;;;
501;600224402;;0.0;0.0;0.0
501;600227998;258.72;;;
501;600228002;;0.0;0.0;0.0
501;600231598;258.72;;;
501;600231602;;0.0;0.0;0.0
501;600235198;258.72;;;
501;600235202;;0.0;0.0;0.0
501;600238798;258.72;;;
501;600238802;;0.0;0.0;0.0
501;600242398;258.72;;;
501;600242402;;0.0;0.0;0.0
501;600245998;258.72;;;
501;600246002;;0.0;0.0;0.0
501;600249598;258.72;;;
501;600249602;;0.0;0.0;0.0
501;600253198;258.72;;;
501;600253202;;0.0;0.0;0.0
501;600256798;258.72;;;
501;600256802;;0.0;0.0;0.0
501;600260398;258.72;;;
501;600260402;;0.0;0.0;0.0
501;600263998;258.72;;;
501;600264002;;0.0;0.0;0.0
501;600267598;258.72;;;
501;600267602;;0.0;0.0;0.0
501;600271198;258.72;;;
501;600271202;;0.0;0.0;0.0
501;600274798;258.72;;;
501;600274802;;0.0;0.0;0.0
501;600278398;258.72;;;
501;600278402;;0.0;0.0;0.0
501;600281998;258.72;;;
501;600282002;;0.0;0.0;0.0
501;600285598;258.72;;;
501;600285602;;0.0;0.0;0.0
501;600289198;258.72;;;
501;600289202;;0.0;0.0;0.0
501;600292798;258.72;;;
501;600292802;;0.0;0.0;0.0
501;600296398;258.72;;;
501;600296402;;0.0;0.0;0.0
501;600299998;258.72;;;
501;600300002;;0.0;0.0;0.0
501;600303598;258.72;;;
501;600303602;;0.0;0.0;0.0
501;600307198;258.72;;;
501;600307202;;0.0;0.0;0.0
501;600310798;258.72;;;
501;600310802;;0.0;0.0;0.0
501;600314398;258.72;;;
501;600314402;;0.0;0.0;0.0
501;600317998;258.72;;;
501;600318002;;0.0;0.0;0.0
501;600321598;258.72;;;
501;600321602;;0.0;0.0;0.0
501;600325198;258.72;;;
501;600325202;;0.0;0.0;0.0
501;600328798;258.72;;;
501;600328802;;0.0;0.0;0.0
501;600332398;258.72;;;
501;600332402;;0.0;0.0;0.0
501;600335998;258.72;;;
501;600336002;;0.0;0.0;0.0
501;600339598;258.72;;;
501;600339602;;0.0;0.0;0.0
501;600343198;258.72;;;
501;600343202;;0.0;0.0;0.0
501;600346798;258.72;;;
501;600346802;;0.0;0.0;0.0
501;600350398;258.72;;;
501;600350402;;0.0;0.0;0.0
501;600353998;258.72;;;
501;600354002;;0.0;0.0;0.0
501;600357598;258.72;;;
501;600357602;;0.0;0.0;0.0
501;600361198;258.72;;;
501;600361202;;0.0;0.0;0.0
501;600364798;258.72;;;
501;600364802;;0.0;0.0;0.0
501;600368398;258.72;;;
501;600368402;;0.0;0.0;0.0
501;600371998;258.72;;;
501;600372002;;0.0;0.0;0.0
501;600375598;258.72;;;
501;600375602;;0.0;0.0;0.0
501;600379198;258.72;;;
501;600379202;;0.0;0.0;0.0
501;600382798;258.72;;;
501;600382802;;0.0;0.0;0.0
501;600386398;258.72;;;
501;600386402;;0.0;0.0;0.0
501;600389998;258.72;;;
501;600390002;;0.0;0.0;0.0
501;600393598;258.72;;;
501;600393602;;0.0;0.0;0.0
501;600397198;258.72;;;
501;600397202;;0.0;0.0;0.0
501;600400798;258.72;;;
501;600400802;;0.0;0.0;0.0
501;600404398;258.72;;;
501;600404402;;0.0;0.0;0.0
501;600407998;258.72;;;
501;600408002;;0.0;0.0;0.0
501;600411598;258.72;;;
501;600411602;;0.0;0.0;0.0
501;600415198;258.72;;;
501;600415202;;0.0;0.0;0.0
501;600418798;258.72;;;
501;600418802;;0.0;0.0;0.0
501;600422398;258.72;;;
501;600422402;;0.0;0.0;0.0
501;600425998;258.72;;;
501;600426002;;0.0;0.0;0.0
501;600429598;258.72;;;
501;600429602;;0.0;0.0;0.0
501;600433198;258.72;;;
501;600433202;;0.0;0.0;0.0
501;600436798;258.72;;;
501;600436802;;0.0;0.0;0.0
501;600440398;258.72;;;
501;600440402;;0.0;0.0;0.0
501;600443998;258.72;;;
501;600444002;;0.0;0.0;0.0
501;600447598;258.72;;;
501;600447602;;0.0;0.0;0.0
501;600451198;258.72;;;
501;600451202;;0.0;0.0;0.0
501;600454798;258.72;;;
501;600454802;;0.0;0.0;0.0
501;600458398;258.72;;;
501;600458402;;0.0;0.0;0.0
501;600461998;258.72;;;
501;600462002;;0.0;0.0;0.0
501;600465598;258.72;;;
501;600465602;;0.0;0.0;0.0
501;600469198;258.72;;;
501;600469202;;0.0;0.0;0.0
501;600472798;258.72;;;
501;600472802;;0.0;0.0;0.0
501;600476398;258.72;;;
501;600476402;;0.0;0.0;0.0
501;600479998;258.72;;;
501;600480002;;0.0;0.0;0.0
501;600483598;258.72;;;
501;600483602;;0.0;0.0;0.0
501;600487198;258.72;;;
501;600487202;;0.0;0.0;0.0
501;600490798;258.72;;;
501;600490802;;0.0;0.0;0.0
501;600494398;258.72;;;
501;600494402;;0.0;0.0;0.0
501;600497998;258.72;;;
501;600498002;;0.0;0.0;0.0
501;600501598;258.72;;;
501;600501602;;0.0;0.0;0.0
501;600505198;258.72;;;
501;600505202;;0.0;0.0;0.0
501;600508798;258.72;;;
501;600508802;;0.0;0.0;0.0
501;600512398;258.72;;;
501;600512402;;0.0;0.0;0.0
501;600515998;258.72;;;
501;600516002;;0.0;0.0;0.0
501;600519598;258.72;;;
501;600519602;;0.0;0.0;0.0
501;600523198;258.72;;;
501;600523202;;0.0;0.0;0.0
501;600526798;258.72;;;
501;600526802;;0.0;0.0;0.0
501;600530398;258.72;;;
501;600530402;;0.0;0.0;0.0
501;600533998;258.72;;;
501;600534002;;0.0;0.0;0.0
501;600537598;258.72;;;
501;600537602;;0.0;0.0;0.0
501;600541198;258.72;;;
501;600541202;;0.0;0.0;0.0
501;600544798;258.72;;;
501;600544802;;0.0;0.0;0.0
501;600548398;258.72;;;
501;600548402;;0.0;0.0;0.0
501;600551998;258.72;;;
501;600552002;;0.0;0.0;0.0
501;600555598;258.72;;;
501;600555602;;0.0;0.0;0.0
501;600559198;258.72;;;
501;600559202;;0.0;0.0;0.0
501;600562798;258.72;;;
501;600562802;;0.0;0.0;0.0
501;600566398;258.72;;;
501;600566402;;0.0;0.0;0.0
501;600569998;258.72;;;
501;600570002;;0.0;0.0;0.0
501;600573598;258.72;;;
501;600573602;;0.0;0.0;0.0
501;600577198;258.72;;;
501;600577202;;0.0;0.0;0.0
501;600580798;258.72;;;
501;600580802;;0.0;0.0;0.0
501;600584398;258.72;;;
501;600584402;;0.0;0.0;0.0
501;600587998;258.72;;;
501;600588002;;0.0;0.0;0.0
501;600591598;258.72;;;
501;600591602;;0.0;0.0;0.0
501;600595198;258.72;;;
501;600595202;;0.0;0.0;0.0
501;600598798;258.72;;;
501;600598802;;0.0;0.0;0.0
501;600602398;258.72;;;
501;600602402;;0.0;0.0;0.0
501;600605998;258.72;;;
501;600606002;;0.0;0.0;0.0
501;600609598;258.72;;;
501;600609602;;0.0;0.0;0.0
501;600613198;258.72;;;
501;600613202;;0.0;0.0;0.0
501;600616798;258.72;;;
501;600616802;;0.0;0.0;0.0
501;600620398;258.72;;;
501;600620402;;0.0;0.0;0.0
501;600623998;258.72;;;
501;600624002;;0.0;0.0;0.0
501;600627598;258.72;;;
501;600627602;;0.0;0.0;0.0
501;600631198;258.72;;;
501;600631202;;0.0;0.0;0.0
501;600634798;258.72;;;
501;600634802;;0.0;0.0;0.0
501;600638398;258.72;;;
501;600638402;;0.0;0.0;0.0
501;600641998;258.72;;;
501;600642002;;0.0;0.0;0.0
501;600645598;258.72;;;
501;600645602;;0.0;0.0;0.0
501;600649198;258.72;;;
501;600649202;;0.0;0.0;0.0
501;600652798;258.72;;;
501;600652802;;0.0;0.0;0.0
501;600656398;258.72;;;
501;600656402;;0.0;0.0;0.0
501;600659998;258.72;;;
501;600660002;;0.0;0.0;0.0
501;600663598;258.72;;;
501;600663602;;0.0;0.0;0.0
501;600667198;258.72;;;
501;600667202;;0.0;0.0;0.0
501;600670798;258.72;;;
501;600670802;;0.0;0.0;0.0
501;600674398;258.72;;;
501;600674402;;0.0;0.0;0.0
501;600677998;258.72;;;
501;600678002;;10.400428711000131;211.5629207319869;346.76849397498864
501;600681598;258.72;;;
501;600681602;;0.0;0.0;0.0
501;600685198;258.72;;;
501;600685202;;0.0;0.0;0.0
501;600688798;258.72;;;
501;600688802;;25.94996477900051;605.717590380235;865.2172381702403
501;600692398;258.72;;;
501;600692402;;0.39069199922232656;7.9473589751807605;13.026354965071006
501;600695998;258.72;;;
501;600696002;;5.589521902777051;113.70065716581506;186.36444190191673
501;600699598;258.72;;;
501;600699602;;0.0;0.0;0.0
501;600703198;258.72;;;
501;600703202;;17.894707570335157;417.6937904298706;596.6408661332223
501;600706798;258.72;;;
501;600706802;;0.0;0.0;0.0
501;600710398;258.72;;;
501;600710402;;8.74382261322171;177.8646536425027;291.53434761438496
501;600713998;258.72;;;
501;600714002;;31.847273441667056;743.371094857032;1061.8438292737023
501;600717598;258.72;;;
501;600717602;;23.18671500933371;541.218505069115;773.0856551624522
501;600721198;258.72;;;
501;600721202;;3.988885324777584;81.14090805529442;132.996417277403
501;600724798;258.72;;;
501;600724802;;0.0;0.0;0.0
501;600728398;258.72;;;
501;600728402;;0.0;0.0;0.0
501;600731998;258.72;;;
