INFO:root:Starting EM-Lab Run
INFO:root:Selected modules: ['sqlite:///C:\\Users\\isanchezjimene\\Documents\\TraderesCode\\toolbox-amiris-emlab\\.spinetoolbox\\items\\amrisdb\\AMRISDB.sqlite', 'run_investment_module']
INFO:root:emlab database: sqlite:///C:\Users\isanchezjimene\Documents\TraderesCode\toolbox-amiris-emlab\.spinetoolbox\items\emlabdb\EmlabDB.sqlite
INFO:root:amiris database: sqlite:///C:\Users\isanchezjimene\Documents\TraderesCode\toolbox-amiris-emlab\.spinetoolbox\items\amrisdb\AMRISDB.sqlite
INFO:root:SpineDBRW: Start Read Repository
INFO:root:Object Class not defined: collectable_residues
INFO:root:Object Class not defined: collectable_residues
INFO:root:Object Class not defined: collectable_residues
INFO:root:Object Class not defined: collectable_residues
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: district_heating
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: electricity
INFO:root:Object Class not defined: heat
INFO:root:Object Class not defined: heat
INFO:root:Object Class not defined: heat
INFO:root:Object Class not defined: heat
INFO:root:Object Class not defined: heat
INFO:root:Object Class not defined: heat
INFO:root:Object Class not defined: hydrogen
INFO:root:Object Class not defined: hydrogen
INFO:root:Object Class not defined: hydrogen
INFO:root:Object Class not defined: power_to_liquids
INFO:root:Object Class not defined: power_to_liquids
INFO:root:Object Class not defined: power_to_liquids
INFO:root:Object Class not defined: power_to_liquids
INFO:root:Object Class not defined: power_to_liquids
INFO:root:Object Class not defined: power_to_liquids
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:Object Class not defined: process_heat
INFO:root:SpineDBRW: End Read Repository
INFO:root:Closing database connections...
